scenario,backend,runs,with_rei,with_trading_cells,ui_fixture,median_mean_frame_ms,median_p50_frame_ms,median_p95_frame_ms,median_p99_frame_ms,median_frames_per_second,median_jvm_cpu_percent,median_allocation_bytes_per_second,median_resident_bytes,median_packets_sent,median_packet_bytes_sent,median_packets_received,median_packet_bytes_received
logistics-1024-active,opengl,1,true,true,pipe,2.472049,2.2694,3.1586,3.647,358.11252,5.233989,197130227.147,1755574272.0,0.0,0.0,0.0,0.0
