scenario,backend,runs,with_rei,with_trading_cells,median_mean_frame_ms,median_p50_frame_ms,median_p95_frame_ms,median_p99_frame_ms,median_frames_per_second,median_jvm_cpu_percent,median_allocation_bytes_per_second,median_resident_bytes,median_packets_sent,median_packet_bytes_sent,median_packets_received,median_packet_bytes_received
machine-controller-1024,opengl,3,false,true,4.501855,3.3497,10.8963,12.2804,192.464262,2.530354,249460441.478,1843625984.0,937.0,5737.0,937.0,5737.0
