run,scenario,backend,frames,measured_seconds,mean_frame_ms,p50_frame_ms,p95_frame_ms,p99_frame_ms,frames_per_second,width,height,screen_class,jvm_cpu_percent,allocation_bytes_per_second,resident_bytes,packets_sent,packet_bytes_sent,packets_received,packet_bytes_received,jfr_file,screenshot_file
1,machine-controller-1024,OpenGL,5774,30.000375,4.501855,3.349700,13.671800,17.531000,192.464262,1280,720,com.cosmocraft.trading_cells.feature.machinecontroller.adapters.output.client.MachineControllerScreen,2.178470,249460441.478,2089955328,937,5737,937,5737,run-1\client.jfr,run-1\result\capture.png
2,machine-controller-1024,OpenGL,7705,30.000671,3.250065,3.061500,4.552600,5.416100,256.827590,1280,720,com.cosmocraft.trading_cells.feature.machinecontroller.adapters.output.client.MachineControllerScreen,2.615036,326960187.524,1843625984,774,4795,774,4795,run-2\client.jfr,run-2\result\capture.png
3,machine-controller-1024,OpenGL,4503,30.002501,5.785390,4.650000,10.896300,12.280400,150.087490,1280,720,com.cosmocraft.trading_cells.feature.machinecontroller.adapters.output.client.MachineControllerScreen,2.530354,200167323.384,1823893504,1019,6975,1019,6975,run-3\client.jfr,run-3\result\capture.png
