scenario,backend,frames,measured_seconds,mean_frame_ms,p50_frame_ms,p95_frame_ms,p99_frame_ms,frames_per_second,width,height,screen_class
logistics-1024-active,Vulkan,1469,6.000732,3.552732,3.193000,4.708600,6.003000,244.803471,1280,720,com.cosmocraft.trading_cells.feature.logistics.adapters.output.client.PipeConfigurationScreen
