scenario,backend,frames,measured_seconds,mean_frame_ms,p50_frame_ms,p95_frame_ms,p99_frame_ms,frames_per_second,width,height,screen_class
logistics-1024-active,Vulkan,525,2.003190,3.701697,3.091300,4.536700,5.395100,262.081992,1280,720,com.cosmocraft.trading_cells.feature.mobfarm.adapters.output.client.EssenceWorkbenchScreen
