scenario,backend,runs,with_rei,with_trading_cells,median_mean_frame_ms,median_p50_frame_ms,median_p95_frame_ms,median_p99_frame_ms,median_frames_per_second,median_jvm_cpu_percent,median_allocation_bytes_per_second,median_resident_bytes,median_packets_sent,median_packet_bytes_sent,median_packets_received,median_packet_bytes_received
logistics-1024-active,vulkan,1,true,true,3.641723,3.1831,4.6789,5.7106,247.900158,3.689588,135104968.474,2107084800.0,0.0,0.0,0.0,0.0
