scenario,backend,frames,measured_seconds,mean_frame_ms,p50_frame_ms,p95_frame_ms,p99_frame_ms,frames_per_second,width,height,screen_class
logistics-1024-active,OpenGL,3875,6.000942,1.500340,1.333200,2.258800,2.842800,645.731953,1280,720,com.cosmocraft.trading_cells.feature.logistics.adapters.output.client.PipeConfigurationScreen
