scenario,backend,runs,with_rei,with_trading_cells,median_mean_frame_ms,median_p50_frame_ms,median_p95_frame_ms,median_p99_frame_ms,median_frames_per_second,median_jvm_cpu_percent,median_allocation_bytes_per_second,median_resident_bytes,median_packets_sent,median_packet_bytes_sent,median_packets_received,median_packet_bytes_received
logistics-1024-active,opengl,1,true,true,4.025004,3.5141,5.0849,5.828601,231.308569,4.595764,138162490.539,1951346688.0,0.0,0.0,0.0,0.0
