scenario,backend,runs,with_rei,with_trading_cells,ui_fixture,median_mean_frame_ms,median_p50_frame_ms,median_p95_frame_ms,median_p99_frame_ms,median_frames_per_second,median_jvm_cpu_percent,median_allocation_bytes_per_second,median_resident_bytes,median_packets_sent,median_packet_bytes_sent,median_packets_received,median_packet_bytes_received
logistics-1024-active,opengl,1,true,true,pipe,1.464026,1.3194,2.0123,2.5104,663.378718,3.032101,342468861.816,1827659776.0,0.0,0.0,0.0,0.0
